Season,Team,Round.Number,Season.Points,Score.For,Score.Against,Percentage,Ladder.Position
2005,Sydney,11,24,888,937,0.9477054429028815,6
2005,North Melbourne,11,24,969,1082,0.8955637707948244,7
2005,St Kilda,11,20,1044,1000,1.044,8
2005,Fremantle,11,20,1014,1010,1.003960396039604,9
2005,Footscray,11,20,1152,1159,0.993960310612597,10
2005,Port Adelaide,11,18,870,1083,0.8033240997229917,11
2005,Brisbane Lions,11,16,1000,1054,0.9487666034155597,12
2005,Collingwood,11,16,986,1130,0.8725663716814159,13
2005,Essendon,11,16,957,1146,0.8350785340314136,14
2005,Hawthorn,11,12,1004,1038,0.9672447013487476,15
2005,Carlton,11,10,964,1225,0.7869387755102041,16
2005,West Coast,12,44,1309,939,1.3940362087326943,1
2005,Melbourne,12,36,1322,1088,1.2150735294117647,2
2005,Geelong,12,32,1273,1043,1.2205177372962608,3
2005,Adelaide,12,28,1060,866,1.2240184757505774,4
2005,Richmond,12,28,1179,1151,1.0243266724587314,5
2005,Sydney,12,28,997,1008,0.9890873015873016,6
2005,North Melbourne,12,28,1078,1162,0.927710843373494,7
2005,St Kilda,12,24,1144,1054,1.0853889943074004,8
2005,Port Adelaide,12,22,988,1186,0.8330522765598651,9
2005,Brisbane Lions,12,20,1140,1136,1.0035211267605635,10
2005,Footscray,12,20,1255,1277,0.9827721221613156,11
2005,Fremantle,12,20,1085,1119,0.9696157283288651,12
2005,Collingwood,12,16,1058,1247,0.8484362469927826,13
2005,Essendon,12,16,1039,1252,0.8298722044728435,14
2005,Hawthorn,12,12,1058,1138,0.929701230228471,15
2005,Carlton,12,10,1046,1365,0.7663003663003664,16
2005,West Coast,13,48,1414,1029,1.3741496598639455,1
2005,Melbourne,13,36,1412,1193,1.1835708298407377,2
2005,Adelaide,13,32,1192,928,1.2844827586206897,3
2005,Geelong,13,32,1320,1159,1.1389128559102675,4
2005,Sydney,13,32,1074,1084,0.9907749077490775,5
2005,North Melbourne,13,32,1144,1206,0.9485903814262023,6
2005,Richmond,13,28,1241,1283,0.9672642244738893,7
2005,Port Adelaide,13,26,1176,1257,0.9355608591885441,8
2005,St Kilda,13,24,1248,1173,1.0639386189258313,9
2005,Brisbane Lions,13,24,1256,1183,1.0617075232459847,10
2005,Footscray,13,24,1371,1347,1.017817371937639,11
2005,Fremantle,13,20,1129,1185,0.9527426160337553,12
2005,Essendon,13,20,1158,1356,0.8539823008849557,13
2005,Collingwood,13,16,1134,1324,0.8564954682779456,14
2005,Hawthorn,13,12,1129,1326,0.8514328808446455,15
2005,Carlton,13,10,1116,1481,0.7535449020931803,16
2005,West Coast,14,52,1553,1091,1.4234647112740606,1
2005,Adelaide,14,36,1286,1016,1.265748031496063,2
2005,Geelong,14,36,1433,1217,1.1774856203779787,3
2005,Melbourne,14,36,1504,1359,1.1066961000735835,4
2005,North Melbourne,14,36,1272,1292,0.9845201238390093,5
2005,Sydney,14,32,1158,1169,0.9905902480752781,6
2005,Richmond,14,32,1326,1367,0.9700073152889539,7
2005,Brisbane Lions,14,28,1422,1275,1.1152941176470588,8
2005,St Kilda,14,28,1364,1271,1.0731707317073171,9
2005,Port Adelaide,14,26,1247,1359,0.9175864606328182,10
2005,Footscray,14,24,1469,1463,1.0041011619958988,11
2005,Fremantle,14,20,1217,1279,0.9515246286161063,12
2005,Collingwood,14,20,1236,1395,0.886021505376344,13
2005,Essendon,14,20,1244,1484,0.8382749326145552,14
2005,Hawthorn,14,12,1187,1439,0.8248783877692842,15
2005,Carlton,14,10,1178,1620,0.7271604938271605,16
2005,West Coast,15,56,1654,1188,1.3922558922558923,1
2005,Adelaide,15,40,1364,1084,1.2583025830258303,2
2005,Geelong,15,36,1484,1322,1.1225416036308624,3
2005,Melbourne,15,36,1579,1496,1.0554812834224598,4
2005,Sydney,15,36,1263,1220,1.0352459016393443,5
2005,Richmond,15,36,1418,1433,0.9895324494068388,6
2005,North Melbourne,15,36,1369,1393,0.9827709978463748,7
2005,Brisbane Lions,15,32,1555,1330,1.169172932330827,8
2005,St Kilda,15,32,1517,1344,1.1287202380952381,9
2005,Port Adelaide,15,30,1384,1434,0.9651324965132496,10
2005,Fremantle,15,24,1362,1371,0.9934354485776805,11
2005,Footscray,15,24,1561,1608,0.970771144278607,12
2005,Collingwood,15,20,1291,1528,0.8448952879581152,13
2005,Essendon,15,20,1310,1576,0.8312182741116751,14
2005,Hawthorn,15,12,1255,1517,0.8272907053394858,15
2005,Carlton,15,10,1251,1773,0.7055837563451777,16
2005,West Coast,16,60,1765,1276,1.3832288401253918,1
2005,Adelaide,16,44,1473,1119,1.3163538873994638,2
2005,Geelong,16,40,1610,1369,1.1760409057706356,3
2005,Sydney,16,40,1367,1298,1.0531587057010785,4
2005,North Melbourne,16,40,1478,1461,1.0116358658453115,5
2005,St Kilda,16,36,1623,1381,1.1752353367125272,6
2005,Melbourne,16,36,1657,1600,1.035625,7
2005,Richmond,16,36,1455,1539,0.9454191033138402,8
2005,Brisbane Lions,16,32,1643,1441,1.1401804302567662,9
2005,Port Adelaide,16,30,1431,1560,0.9173076923076923,10
2005,Fremantle,16,28,1514,1488,1.01747311827957,11
2005,Footscray,16,24,1596,1717,0.9295282469423413,12
2005,Essendon,16,24,1441,1681,0.8572278405710886,13
2005,Collingwood,16,20,1396,1659,0.8414707655213984,14
2005,Hawthorn,16,12,1323,1626,0.8136531365313653,15
2005,Carlton,16,10,1368,1925,0.7106493506493506,16
2005,West Coast,17,60,1832,1364,1.343108504398827,1
2005,Adelaide,17,48,1595,1228,1.2988599348534202,2
2005,Sydney,17,44,1455,1365,1.065934065934066,3
2005,St Kilda,17,40,1766,1451,1.217091660923501,4
2005,Geelong,17,40,1708,1502,1.137150466045273,5
2005,North Melbourne,17,40,1587,1583,1.0025268477574225,6
2005,Brisbane Lions,17,36,1757,1542,1.1394293125810635,7
2005,Melbourne,17,36,1733,1701,1.0188124632569078,8
2005,Richmond,17,36,1538,1635,0.9406727828746178,9
2005,Port Adelaide,17,34,1527,1643,0.9293974437005478,10
2005,Fremantle,17,32,1615,1564,1.0326086956521738,11
2005,Footscray,17,28,1729,1815,0.9526170798898072,12
2005,Essendon,17,24,1542,1795,0.8590529247910863,13
2005,Collingwood,17,20,1466,1802,0.8135405105438401,14
2005,Hawthorn,17,16,1450,1729,0.838635049161365,15
2005,Carlton,17,10,1471,2052,0.7168615984405458,16
2005,West Coast,18,64,1929,1413,1.365180467091295,1
2005,Adelaide,18,52,1649,1275,1.2933333333333332,2
2005,St Kilda,18,44,1942,1539,1.2618583495776479,3
2005,Sydney,18,44,1502,1419,1.058491895701198,4
2005,North Melbourne,18,44,1687,1679,1.0047647409172127,5
2005,Geelong,18,40,1802,1609,1.119950279676818,6
2005,Brisbane Lions,18,36,1880,1693,1.1104548139397519,7
2005,Fremantle,18,36,1713,1649,1.0388114008489995,8
2005,Melbourne,18,36,1821,1877,0.97016515716569,9
2005,Richmond,18,36,1644,1776,0.9256756756756757,10
2005,Port Adelaide,18,34,1623,1743,0.9311531841652324,11
2005,Footscray,18,32,1880,1938,0.9700722394220846,12
2005,Essendon,18,28,1649,1889,0.8729486500794071,13
2005,Collingwood,18,20,1551,1900,0.8163157894736842,14
2005,Hawthorn,18,16,1499,1826,0.8209200438116101,15
2005,Carlton,18,14,1612,2158,0.7469879518072289,16
2005,West Coast,19,64,2026,1553,1.304571796522859,1
2005,Adelaide,19,56,1749,1321,1.323996971990916,2
2005,St Kilda,19,48,2038,1594,1.2785445420326222,3
2005,Sydney,19,48,1620,1517,1.067897165458141,4
2005,North Melbourne,19,48,1791,1777,1.007878446820484,5
2005,Brisbane Lions,19,40,2001,1773,1.128595600676819,6
2005,Geelong,19,40,1857,1705,1.089149560117302,7
2005,Fremantle,19,40,1806,1715,1.0530612244897959,8
2005,Port Adelaide,19,38,1746,1852,0.9427645788336934,9
2005,Footscray,19,36,2020,2035,0.9926289926289926,10
2005,Melbourne,19,36,1867,1977,0.9443601416287304,11
2005,Richmond,19,36,1710,1869,0.9149277688603531,12
2005,Essendon,19,28,1747,2007,0.8704534130543099,13
2005,Collingwood,19,20,1649,2004,0.8228542914171657,14
2005,Hawthorn,19,16,1579,1947,0.8109912686183872,15
2005,Carlton,19,14,1721,2281,0.7544936431389742,16
2005,West Coast,20,68,2154,1633,1.3190447030006123,1
2005,Adelaide,20,60,1837,1402,1.3102710413694723,2
2005,St Kilda,20,52,2146,1679,1.278141751042287,3
2005,Sydney,20,52,1744,1557,1.1201027617212589,4
2005,North Melbourne,20,48,1876,1885,0.9952254641909815,5
2005,Geelong,20,40,1956,1805,1.0836565096952908,6
2005,Brisbane Lions,20,40,2041,1897,1.0759093305218765,7
2005,Fremantle,20,40,1886,1843,1.0233315246880086,8
2005,Footscray,20,40,2139,2142,0.9985994397759104,9
2005,Melbourne,20,40,1967,2076,0.947495183044316,10
2005,Port Adelaide,20,38,1827,1940,0.9417525773195876,11
2005,Richmond,20,36,1817,1988,0.9139839034205232,12
2005,Essendon,20,28,1851,2124,0.8714689265536724,13
2005,Hawthorn,20,20,1696,2051,0.8269137006338372,14
2005,Collingwood,20,20,1743,2133,0.8171589310829818,15
2005,Carlton,20,18,1850,2375,0.7789473684210526,16
2005,West Coast,21,68,2187,1742,1.2554535017221584,1
2005,Adelaide,21,64,1988,1443,1.3776853776853777,2
2005,Sydney,21,56,1845,1621,1.1381863047501541,3
2005,St Kilda,21,52,2221,1759,1.2626492325184764,4
2005,North Melbourne,21,48,1940,1986,0.9768378650553877,5
2005,Geelong,21,44,2065,1838,1.1235038084874864,6
2005,Fremantle,21,44,1966,1918,1.0250260688216892,7
2005,Melbourne,21,44,2076,2181,0.951856946354883,8
2005,Port Adelaide,21,42,1908,1991,0.958312405826218,9
2005,Brisbane Lions,21,40,2092,1978,1.057633973710819,10
2005,Footscray,21,40,2244,2251,0.9968902709906708,11
2005,Richmond,21,40,1954,2121,0.9212635549269212,12
2005,Essendon,21,32,2033,2207,0.9211599456275487,13
2005,Hawthorn,21,20,1829,2188,0.8359232175502742,14
2005,Collingwood,21,20,1784,2284,0.7810858143607706,15
2005,Carlton,21,18,1933,2557,0.7559640203363316,16
2005,Adelaide,22,68,2070,1517,1.3645352669742914,1
2005,West Coast,22,68,2261,1824,1.2395833333333333,2
2005,Sydney,22,60,1974,1696,1.1639150943396226,3
2005,St Kilda,22,56,2407,1806,1.332779623477298,4
2005,North Melbourne,22,52,2053,2069,0.9922667955534075,5
2005,Geelong,22,48,2134,1906,1.1196222455403988,6
2005,Melbourne,22,48,2171,2266,0.9580759046778464,7
2005,Port Adelaide,22,46,2028,2066,0.9816069699903195,8
2005,Footscray,22,44,2385,2351,1.0144619310931517,9
2005,Fremantle,22,44,2041,2038,1.0014720314033365,10
2005,Brisbane Lions,22,40,2139,2164,0.9884473197781886,11
2005,Richmond,22,40,2022,2190,0.9232876712328767,12
2005,Essendon,22,32,2118,2302,0.9200695047784535,13
2005,Hawthorn,22,20,1904,2317,0.8217522658610272,14
2005,Collingwood,22,20,1884,2425,0.7769072164948454,15
2005,Carlton,22,18,2016,2670,0.75505617977528094,16
2006,Footscray,1,4,167,52,3.2115384615384617,1
2006,Geelong,1,4,115,38,3.026315789473684,2
2006,North Melbourne,1,4,128,87,1.471264367816092,3
2006,Adelaide,1,4,111,77,1.4415584415584415,4
2006,Essendon,1,4,108,81,1.3333333333333333,5
2006,Carlton,1,4,93,72,1.2916666666666667,6
2006,West Coast,1,4,84,66,1.2727272727272727,7
2006,Hawthorn,1,4,109,87,1.2528735632183907,8
2006,Fremantle,1,0,87,109,0.7981651376146789,9
2006,St Kilda,1,0,66,84,0.7857142857142857,10
2006,Melbourne,1,0,72,93,0.7741935483870968,11
2006,Sydney,1,0,81,108,0.75,12
2006,Collingwood,1,0,77,111,0.6936936936936937,13
2006,Port Adelaide,1,0,87,128,0.6796875,14
2006,Brisbane Lions,1,0,38,115,0.33043478260869563,15
2006,Richmond,1,0,52,167,0.31137724550898205,16
2006,Geelong,2,8,253,107,2.364485981308411,1
2006,Footscray,2,8,304,142,2.140845070422535,2
2006,West Coast,2,8,174,154,1.12987012987013,3
2006,Adelaide,2,4,199,167,1.1916167664670658,4
2006,Essendon,2,4,205,196,1.0459183673469388,5
2006,Carlton,2,4,179,173,1.0346820809248556,6
2006,Collingwood,2,4,196,195,1.005128205128205,7
2006,Fremantle,2,4,188,195,0.9641025641025641,8
2006,St Kilda,2,4,154,161,0.9565217391304348,9
2006,Hawthorn,2,4,193,206,0.9368932038834952,10
2006,Port Adelaide,2,4,193,208,0.9278846153846154,11
2006,North Melbourne,2,4,197,225,0.8755555555555555,12
2006,Brisbane Lions,2,4,153,212,0.7216981132075472,13
2006,Sydney,2,0,161,214,0.7523364485981309,14
2006,Melbourne,2,0,162,230,0.7043478260869566,15
2006,Richmond,2,0,129,255,0.5058823529411764,16
2006,Footscray,3,12,408,235,1.7361702127659575,1
2006,West Coast,3,12,310,244,1.2704918032786885,2
2006,Geelong,3,8,302,208,1.4519230769230769,3
2006,Collingwood,3,8,349,271,1.2878228782287824,4
2006,Hawthorn,3,8,294,255,1.1529411764705881,5
2006,Adelaide,3,8,301,264,1.1401515151515151,6
2006,St Kilda,3,8,278,248,1.1209677419354838,7
2006,Fremantle,3,8,298,274,1.0875912408759123,8
2006,Carlton,3,4,253,254,0.9960629921259843,9
2006,Essendon,3,4,298,300,0.9933333333333333,10
2006,Port Adelaide,3,4,272,318,0.8553459119496856,11
2006,Sydney,3,4,242,288,0.8402777777777778,12
2006,North Melbourne,3,4,273,378,0.7222222222222222,13
2006,Brisbane Lions,3,4,240,336,0.7142857142857143,14
2006,Melbourne,3,0,259,332,0.7801204819277109,15
2006,Richmond,3,0,219,391,0.5601023017902813,16
2006,Footscray,4,16,506,332,1.5240963855421688,1
2006,West Coast,4,16,405,315,1.2857142857142858,2
2006,Collingwood,4,12,455,360,1.2638888888888888,3
2006,Hawthorn,4,12,394,323,1.2198142414860682,4
2006,Adelaide,4,12,371,323,1.1486068111455108,5
2006,Geelong,4,8,399,306,1.303921568627451,6
2006,St Kilda,4,8,396,370,1.0702702702702702,7
2006,Fremantle,4,8,357,344,1.0377906976744187,8
2006,Port Adelaide,4,8,394,436,0.9036697247706422,9
2006,Essendon,4,4,387,406,0.9532019704433498,10
2006,Carlton,4,4,321,354,0.9067796610169492,11
2006,Sydney,4,4,334,385,0.8675324675324675,12
2006,Melbourne,4,4,356,424,0.839622641509434,13
2006,Brisbane Lions,4,4,322,432,0.7453703703703703,14
2006,North Melbourne,4,4,344,473,0.7272727272727273,15
2006,Richmond,4,4,315,473,0.6659619450317125,16
2006,West Coast,5,20,527,378,1.3941798941798942,1
2006,Adelaide,5,16,503,378,1.3306878306878307,2
2006,Collingwood,5,16,575,439,1.3097949886104783,3
2006,Footscray,5,16,561,464,1.209051724137931,4
2006,Hawthorn,5,16,478,406,1.1773399014778325,5
2006,Fremantle,5,12,451,437,1.032036613272311,6
2006,Geelong,5,8,484,413,1.171912832929782,7
2006,St Kilda,5,8,489,464,1.0538793103448276,8
2006,Sydney,5,8,441,470,0.9382978723404255,9
2006,Melbourne,5,8,446,510,0.8745098039215686,10
2006,Port Adelaide,5,8,473,556,0.8507194244604317,11
2006,Richmond,5,8,407,557,0.7307001795332136,12
2006,Essendon,5,4,470,490,0.9591836734693877,13
2006,Carlton,5,4,405,446,0.9080717488789237,14
2006,North Melbourne,5,4,430,563,0.7637655417406749,15
2006,Brisbane Lions,5,4,385,554,0.6949458483754513,16
2006,Collingwood,6,20,713,505,1.4118811881188118,1
2006,Adelaide,6,20,606,431,1.406032482598608,2
2006,West Coast,6,20,610,466,1.3090128755364807,3
2006,Footscray,6,16,639,556,1.1492805755395683,4
2006,Hawthorn,6,16,558,508,1.0984251968503937,5
2006,Fremantle,6,16,539,520,1.0365384615384616,6
2006,St Kilda,6,12,581,542,1.0719557195571956,7
2006,Sydney,6,12,543,540,1.0055555555555555,8
2006,Melbourne,6,12,533,591,0.9018612521150592,9
2006,Richmond,6,12,504,652,0.7730061349693251,10
2006,Geelong,6,8,565,500,1.13,11
2006,North Melbourne,6,8,532,643,0.8273716951788491,12
2006,Port Adelaide,6,8,526,659,0.7981790591805766,13
2006,Essendon,6,4,565,587,0.9625212947189097,14
2006,Carlton,6,4,471,584,0.8065068493150684,15
2006,Brisbane Lions,6,4,455,656,0.6935975609756098,16
2006,Adelaide,7,24,722,491,1.4704684317718941,1
2006,West Coast,7,24,722,564,1.2801418439716312,2
2006,Collingwood,7,20,811,617,1.3144246353322528,3
2006,Footscray,7,20,805,646,1.2461300309597523,4
2006,Sydney,7,16,723,602,1.2009966777408638,5
2006,Hawthorn,7,16,624,614,1.01628664495114,6
2006,Melbourne,7,16,650,649,1.0015408320493067,7
2006,Fremantle,7,16,597,637,0.9372056514913658,8
2006,Geelong,7,12,647,564,1.1471631205673758,9
2006,St Kilda,7,12,645,624,1.0336538461538463,10
2006,Richmond,7,12,566,832,0.6802884615384616,11
2006,Carlton,7,8,582,662,0.879154078549849,12
2006,North Melbourne,7,8,592,759,0.7799736495388669,13
2006,Brisbane Lions,7,8,561,722,0.7770083102493075,14
2006,Port Adelaide,7,8,616,825,0.7466666666666667,15
2006,Essendon,7,4,643,698,0.9212034383954155,16
2006,West Coast,8,28,835,656,1.2728658536585367,1
2006,Collingwood,8,24,957,661,1.447806354009077,2
2006,Adelaide,8,24,788,560,1.4071428571428573,3
2006,Sydney,8,20,839,692,1.2124277456647399,4
2006,Footscray,8,20,895,762,1.1745406824146982,5
2006,Melbourne,8,20,786,710,1.1070422535211268,6
2006,Fremantle,8,20,681,686,0.9927113702623906,7
2006,St Kilda,8,16,771,658,1.1717325227963526,8
2006,Hawthorn,8,16,685,750,0.9133333333333333,9
2006,Richmond,8,16,635,898,0.7071269487750557,10
2006,Geelong,8,12,691,710,0.9732394366197183,11
2006,Brisbane Lions,8,12,708,800,0.885,12
2006,Carlton,8,8,616,788,0.7817258883248731,13
2006,North Melbourne,8,8,641,843,0.7603795966785291,14
2006,Port Adelaide,8,8,694,972,0.7139917695473251,15
2006,Essendon,8,4,735,811,0.906288532675709,16
2006,West Coast,9,32,932,731,1.2749658002735977,1
2006,Adelaide,9,28,912,620,1.4709677419354839,2
2006,Collingwood,9,28,1096,766,1.4308093994778068,3
2006,Sydney,9,24,958,746,1.2841823056300268,4
2006,St Kilda,9,20,845,715,1.1818181818181819,5
2006,Footscray,9,20,1000,901,1.1098779134295227,6
2006,Melbourne,9,20,861,807,1.066914498141264,7
2006,Fremantle,9,20,754,827,0.9117291414752116,8
2006,Richmond,9,20,745,988,0.7540485829959515,9
2006,Brisbane Lions,9,16,849,873,0.9725085910652921,10
2006,Hawthorn,9,16,739,869,0.8504027617951668,11
2006,Geelong,9,12,781,820,0.9524390243902439,12
2006,Port Adelaide,9,12,823,1041,0.7905859750240154,13
2006,North Melbourne,9,8,698,917,0.7611777535441657,14
2006,Carlton,9,8,676,912,0.7412280701754386,15
2006,Essendon,9,4,804,940,0.8553191489361702,16
2006,West Coast,10,36,1033,829,1.2460796139927623,1
2006,Adelaide,10,32,1100,670,1.6417910447761195,2
2006,Collingwood,10,32,1205,849,1.419316843345112,3
2006,Sydney,10,28,1063,844,1.259478672985782,4
2006,Footscray,10,24,1109,989,1.121334681496461,5
2006,Melbourne,10,24,964,897,1.0746934225195095,6
2006,Fremantle,10,24,854,916,0.9323144104803494,7
2006,St Kilda,10,20,935,818,1.1430317848410758,8
2006,Richmond,10,20,834,1088,0.7665441176470589,9
2006,Brisbane Lions,10,16,932,982,0.9490835030549898,10
2006,Hawthorn,10,16,827,978,0.84560327198364,11
2006,Port Adelaide,10,16,941,1125,0.8364444444444444,12
2006,Geelong,10,12,879,921,0.9543973941368078,13
2006,North Melbourne,10,8,796,1022,0.7788649706457925,14
2006,Carlton,10,8,760,1030,0.7378640776699029,15
2006,Essendon,10,4,854,1128,0.7570921985815603,16
2006,West Coast,11,40,1144,930,1.2301075268817205,1
2006,Adelaide,11,36,1175,730,1.6095890410958904,2
2006,Collingwood,11,32,1299,990,1.312121212121212,3
2006,Sydney,11,28,1113,896,1.2421875,4
2006,Footscray,11,28,1209,1075,1.1246511627906977,5
2006,Melbourne,11,28,1105,991,1.1150353178607466,6
2006,St Kilda,11,24,987,868,1.1370967741935485,7
2006,Fremantle,11,24,940,1016,0.9251968503937008,8
2006,Richmond,11,24,936,1155,0.8103896103896104,9
2006,Port Adelaide,11,20,1086,1174,0.9250425894378195,10
2006,Geelong,11,16,1009,1009,1,11
2006,Brisbane Lions,11,16,992,1057,0.9385052034058656,12
2006,Hawthorn,11,16,876,1123,0.780053428317008,13
2006,North Melbourne,11,8,863,1124,0.7677935943060499,14
2006,Carlton,11,8,861,1141,0.754601226993865,15
2006,Essendon,11,4,942,1258,0.7488076311605724,16
2006,Adelaide,12,40,1298,790,1.6430379746835444,1
2006,West Coast,12,40,1204,1027,1.172346640701071,2
2006,Collingwood,12,36,1394,1072,1.3003731343283582,3
2006,Footscray,12,32,1354,1178,1.1494057724957556,4
2006,Melbourne,12,32,1216,1066,1.1407129455909943,5
2006,Sydney,12,28,1195,991,1.2058526740665994,6
2006,St Kilda,12,24,1047,991,1.0565085771947529,7
2006,Port Adelaide,12,24,1183,1234,0.9586709886547812,8
2006,Fremantle,12,24,992,1134,0.8747795414462081,9
2006,Richmond,12,24,1000,1260,0.7936507936507936,10
2006,Geelong,12,20,1127,1061,1.062205466540999,11
2006,Hawthorn,12,20,981,1187,0.8264532434709352,12
2006,Brisbane Lions,12,16,1095,1202,0.910981697171381,13
2006,North Melbourne,12,12,984,1226,0.802610114192496,14
2006,Carlton,12,8,963,1262,0.7630744849445324,15
2006,Essendon,12,4,1017,1369,0.7428780131482834,16
2006,Adelaide,13,44,1445,845,1.7100591715976332,1
2006,West Coast,13,40,1268,1100,1.1527272727272728,2
2006,Collingwood,13,36,1439,1164,1.236254295532646,3
2006,Melbourne,13,36,1336,1148,1.1637630662020906,4
2006,Footscray,13,36,1427,1242,1.1489533011272142,5
2006,Sydney,13,32,1286,1049,1.2259294566253576,6
2006,St Kilda,13,28,1172,1046,1.1204588910133844,7
2006,Richmond,13,28,1092,1305,0.8367816091954023,8
2006,Port Adelaide,13,24,1265,1354,0.9342688330871491,9
2006,Fremantle,13,24,1050,1225,0.8571428571428571,10
2006,Geelong,13,20,1182,1208,0.9784768211920529,11
2006,Brisbane Lions,13,20,1166,1258,0.9268680445151033,12
2006,Hawthorn,13,20,1036,1312,0.7896341463414634,13
2006,North Melbourne,13,16,1080,1315,0.8212927756653993,14
2006,Carlton,13,8,1019,1333,0.7644411102775694,15
2006,Essendon,13,4,1106,1465,0.7549488054607508,16
2006,Adelaide,14,48,1546,907,1.7045203969128997,1
2006,West Coast,14,44,1382,1204,1.1478405315614617,2
2006,Melbourne,14,40,1434,1238,1.1583198707592892,3
2006,Collingwood,14,36,1502,1286,1.1679626749611198,4
2006,Footscray,14,36,1509,1336,1.1294910179640718,5
2006,Sydney,14,32,1348,1150,1.1721739130434783,6
2006,St Kilda,14,32,1294,1109,1.1668169522091976,7
2006,Richmond,14,32,1184,1359,0.8712288447387785,8
2006,Fremantle,14,28,1175,1313,0.8948971820258949,9
2006,Geelong,14,24,1324,1285,1.030350194552529,10
2006,Port Adelaide,14,24,1319,1446,0.9121715076071922,11
2006,Brisbane Lions,14,20,1256,1356,0.9262536873156342,12
2006,North Melbourne,14,20,1174,1397,0.8403722261989979,13
2006,Hawthorn,14,20,1140,1426,0.7994389901823282,14
2006,Carlton,14,8,1096,1475,0.7430508474576272,15
2006,Essendon,14,4,1194,1590,0.7509433962264151,16
2006,Adelaide,15,52,1655,980,1.6887755102040816,1
2006,West Coast,15,48,1449,1269,1.1418439716312057,2
2006,Melbourne,15,44,1504,1290,1.165891472868217,3
2006,Footscray,15,40,1619,1416,1.143361581920904,4
2006,St Kilda,15,36,1368,1180,1.159322033898305,5
2006,Collingwood,15,36,1606,1405,1.1430604982206405,6
2006,Sydney,15,32,1413,1217,1.161051766639277,7
2006,Fremantle,15,32,1294,1417,0.913196894848271,8
2006,Richmond,15,32,1236,1429,0.8649405178446467,9
2006,Geelong,15,28,1392,1343,1.0364854802680565,10
2006,Brisbane Lions,15,24,1341,1440,0.93125,11
2006,Port Adelaide,15,24,1377,1514,0.9095112285336856,12
2006,North Melbourne,15,20,1258,1482,0.8488529014844804,13
2006,Hawthorn,15,20,1213,1535,0.790228013029316,14
2006,Carlton,15,8,1176,1585,0.7419558359621451,15
2006,Essendon,15,4,1265,1664,0.7602163461538461,16
2006,Adelaide,16,56,1779,1032,1.7238372093023255,1
2006,West Coast,16,48,1539,1396,1.1024355300859598,2
2006,Melbourne,16,44,1571,1386,1.1334776334776335,3
2006,Collingwood,16,40,1733,1495,1.1591973244147158,4
2006,St Kilda,16,40,1432,1240,1.1548387096774193,5
2006,Footscray,16,40,1708,1506,1.1341301460823374,6
2006,Sydney,16,36,1514,1270,1.1921259842519685,7
2006,Fremantle,16,36,1390,1484,0.9366576819407008,8
2006,Geelong,16,32,1482,1432,1.0349162011173185,9
2006,Richmond,16,32,1289,1530,0.842483660130719,10
2006,Brisbane Lions,16,28,1425,1514,0.9412153236459709,11
2006,Port Adelaide,16,24,1437,1578,0.9106463878326996,12
2006,North Melbourne,16,20,1310,1606,0.8156911581569116,13
2006,Hawthorn,16,20,1287,1619,0.794935145151328,14
2006,Carlton,16,10,1281,1690,0.7579881656804733,15
2006,Essendon,16,6,1370,1769,0.7744488411531939,16
2006,Adelaide,17,56,1862,1197,1.5555555555555556,1
2006,West Coast,17,52,1704,1479,1.1521298174442192,2
2006,Melbourne,17,48,1690,1454,1.1623108665749655,3
2006,St Kilda,17,44,1606,1311,1.2250190694126621,4
2006,Collingwood,17,44,1846,1563,1.1810620601407549,5
2006,Sydney,17,40,1591,1320,1.2053030303030303,6
2006,Footscray,17,40,1776,1625,1.0929230769230769,7
2006,Fremantle,17,40,1497,1573,0.9516846789574063,8
2006,Geelong,17,32,1542,1522,1.0131406044678055,9
2006,Richmond,17,32,1360,1704,0.7981220657276995,10
2006,Brisbane Lions,17,28,1548,1674,0.9247311827956989,11
2006,Port Adelaide,17,24,1487,1655,0.8984894259818731,12
2006,North Melbourne,17,24,1400,1666,0.8403361344537815,13
2006,Hawthorn,17,20,1355,1732,0.7823325635103926,14
2006,Essendon,17,10,1530,1892,0.8086680761099366,15
2006,Carlton,17,10,1370,1797,0.7623817473567056,16
2006,Adelaide,18,60,1920,1251,1.5347721822541966,1
2006,West Coast,18,56,1802,1538,1.1716514954486346,2
2006,Melbourne,18,48,1763,1534,1.149282920469361,3
2006,Sydney,18,44,1707,1393,1.2254127781765973,4
2006,St Kilda,18,44,1665,1409,1.1816891412349184,5
2006,Collingwood,18,44,1900,1621,1.1721159777914867,6
2006,Footscray,18,44,1876,1703,1.1015854374633,7
2006,Fremantle,18,44,1601,1624,0.9858374384236454,8
2006,Geelong,18,36,1646,1609,1.0229956494717216,9
2006,Richmond,18,32,1438,1804,0.7971175166297118,10
2006,Brisbane Lions,18,28,1635,1778,0.9195725534308211,11
2006,North Melbourne,18,28,1484,1731,0.8573079145002889,12
2006,Port Adelaide,18,24,1552,1739,0.8924669350201265,13
2006,Hawthorn,18,20,1406,1836,0.7657952069716776,14
2006,Carlton,18,14,1450,1870,0.7754010695187166,15
2006,Essendon,18,10,1603,2008,0.7983067729083665,16
2006,Adelaide,19,60,2000,1346,1.485884101040119,1
2006,West Coast,19,60,1909,1619,1.1791229153798641,2
2006,Sydney,19,48,1802,1456,1.2376373626373627,3
2006,St Kilda,19,48,1768,1489,1.1873740765614507,4
2006,Melbourne,19,48,1826,1629,1.1209330877839165,5
